Smiles,Standard Type,Standard Value,Standard Units,Molecule ChEMBL ID
Cc1ccnc(Nc2nc(-c3ccc(O)cc3O)cs2)c1,Potency,7943.3,nM,CHEMBL236897
COc1ccc(NC(=O)CCCc2ccccc2)cc1OC,Potency,11220.2,nM,CHEMBL1313826
O=S(=O)(c1ccccc1)n1ccc(-c2cnc(-c3ccccc3)s2)n1,Potency,7943.3,nM,CHEMBL1544083
O=C(Nc1ccc(N2CCCC2)cc1)c1cc2ccccc2o1,Potency,8912.5,nM,CHEMBL1342447
Cc1ccc(Oc2ccc(NC(=O)c3ccco3)cc2)cc1,Potency,11220.2,nM,CHEMBL1387047
Fc1ccc(CSc2nnc3ccccn23)c(Cl)c1,Potency,10000.0,nM,CHEMBL1310570
COC(=O)c1cc(-c2ccc(C)cc2)[nH]n1,Potency,10000.0,nM,CHEMBL1378259
COCCn1c(SCC(=O)Nc2ccc3c(c2)OCCO3)nc2c(c1=O)SC(C)C2,Potency,8912.5,nM,CHEMBL1347161
O=C(/C=C/c1ccccc1)Nc1ccc(Br)cn1,Potency,1412.5,nM,CHEMBL1410155
CCN1CCN(c2ccc(NC(=O)c3ccccc3F)cc2Cl)CC1,Potency,7079.5,nM,CHEMBL1579421
Cc1ccc(Nc2ncc3c(n2)CC(C)(C)CC3=O)cc1,Potency,1995.3,nM,CHEMBL1389853
O=C(c1ccc2oc(CCCc3ccccc3)nc2c1)N1CCCC1,Potency,7079.5,nM,CHEMBL1309923
O=C(Nc1ccc(F)cc1F)c1ccc2ncsc2c1,Potency,5011.9,nM,CHEMBL1377109
C/C(=N/OCc1ccc(Br)cc1)c1ccccn1,Potency,3548.1,nM,CHEMBL3195856
Clc1ccc(CSc2ccc(-c3ccco3)nn2)cc1,Potency,12589.3,nM,CHEMBL1299914
Nc1ccc2nc3c(=O)n(C4CCCCC4)c(=O)[nH]c3nc2c1,Potency,7079.5,nM,CHEMBL1352113
O=C(c1ccc(Cl)s1)N1CCc2ccccc21,Potency,11220.2,nM,CHEMBL1566939
O/N=C/c1ccc(OCc2ccccc2F)c(Cl)c1,Potency,2818.4,nM,CHEMBL3192337
N#CCC(=O)N/N=C\c1cc(Br)ccc1OC/C=C/c1ccccc1,Potency,8912.5,nM,CHEMBL3209262
O=C(C[n+]1cc(-c2ccc(F)cc2)n2c1CCC2)c1cccs1.[Br-],Potency,1995.3,nM,CHEMBL1520035
COCc1nnc(NC(=O)c2cc3ccccc3o2)s1,Potency,6309.6,nM,CHEMBL1530896
COc1ccccc1-c1nc(COc2ccc(Cl)cc2Cl)no1,Potency,4466.8,nM,CHEMBL1471957
Cc1ccc2c(CC(=O)Nc3sccc3C(N)=O)coc2c1,Potency,1258.9,nM,CHEMBL1459123
O=c1c2ccccc2oc2ncccc12,Potency,12589.3,nM,CHEMBL1548339
N#Cc1nc(-c2ccc(Cl)cc2)oc1NCCc1ccccn1,Potency,3548.1,nM,CHEMBL1583909
Nc1ccc2oc(=O)c3ccccc3c2c1,Potency,11220.2,nM,CHEMBL1495290
COc1cc(NC(=O)C(C)C)ccc1NC(=O)c1cc2ccccc2o1,Potency,8912.5,nM,CHEMBL1473692
CC(C)(C)C(=O)Nc1nnc(SCc2cccc(F)c2)s1,Potency,14125.4,nM,CHEMBL1470900
O=C(CSc1nnc(-c2cccc(Cl)c2)o1)Nc1ccc2c(c1)OCCO2,Potency,7943.3,nM,CHEMBL1588213
C=C(C)CSc1nnc(-c2cccc(Cl)c2)n1N,Potency,12589.3,nM,CHEMBL1352649
CC(=O)n1nc(-c2ccc(C)cc2)nc1NCc1ccc(F)cc1,Potency,3162.3,nM,CHEMBL1427565
CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CSc2nnc(C3CC3)n2N)nc1C,Potency,8912.5,nM,CHEMBL1392463
O=C(Cc1ccc(F)cc1)N/N=C/c1ccc2c(c1)OCO2,Potency,3981.1,nM,CHEMBL3208941
O=C(Cc1cccs1)NCc1ccccc1Br,Potency,2238.7,nM,CHEMBL1592941
CSCc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1,Potency,5623.4,nM,CHEMBL1533609
CCOc1ccccc1-c1nc(-c2ccc(C)nc2OC)no1,Potency,7079.5,nM,CHEMBL1455963
Cc1cccc(-c2nc(C#N)c(NC3CCCCC3)o2)c1,Potency,3162.3,nM,CHEMBL1300899
O=[N+]([O-])c1ccc(NN=Cc2ccco2)nc1,Potency,10000.0,nM,CHEMBL1731757
CCCCCn1cnc2sc(-c3ccccc3)cc2c1=O,Potency,5011.9,nM,CHEMBL1549398
CN(C)/C=N/c1ncc(C(=O)c2ccccc2)s1,Potency,5623.4,nM,CHEMBL3197079
O=C(COc1ccc(F)cc1)Nc1nc2c(s1)CCCC2,Potency,12589.3,nM,CHEMBL1429082
Nc1nc(-c2ccc3c(c2)CCCC3)cs1,Potency,3162.3,nM,CHEMBL1479449
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCC4(CC3)OCCO4)c3ccccc3c2=O)cc1OC,Potency,10000.0,nM,CHEMBL1539318
Fc1cccc(/C=N/Nc2ccccn2)c1,Potency,7943.3,nM,CHEMBL1979843
Cc1nc2ccc(NC(=O)c3ccc(Cl)s3)cc2s1,Potency,3548.1,nM,CHEMBL1559251
Cc1ccc(NC(=O)c2ccc3c(c2)nnn3C)cc1,Potency,7079.5,nM,CHEMBL1325218
Cn1c2ccccc2c(=O)c2ccc(C#CC3(N)CCCCC3)cc21,Potency,5623.4,nM,CHEMBL1487786
CNc1nnc(-c2cc3cc(Cl)ccc3oc2=O)s1,Potency,10000.0,nM,CHEMBL1414254
O=C(NC(=S)NC1CCCCCC1)c1cncc(Br)c1,Potency,11220.2,nM,CHEMBL1426292
C/C(=N\Nc1nncc2ccccc12)c1ccc(C(C)(C)C)cc1,Potency,2511.9,nM,CHEMBL3212397
CN(C)c1ccc(-c2nc3ccc(Cl)cn3c2Nc2ccc3c(c2)OCCO3)cc1,Potency,10000.0,nM,CHEMBL1605871
O=C(Nc1ccc(Br)cc1)c1ccccc1Br,Potency,1122.0,nM,CHEMBL1340871
CCOC(=O)c1oc2ccc(/C=N/O)c(Cl)c2c1C,Potency,7079.5,nM,CHEMBL3212619
O=C(CCSc1ccccc1)Nc1ccc(OCc2ccccc2)cc1,Potency,11220.2,nM,CHEMBL1399864
O=C(NC1CC1)c1ccc(-c2cnc3cccnn23)cc1,Potency,7943.3,nM,CHEMBL2139876
Cc1occc1C(=O)Nc1ccc2c(c1)OCO2,Potency,3162.3,nM,CHEMBL1478871
Cc1ccc(Nc2nc(CSc3nnc(-c4ccccc4)n3C)cs2)cc1,Potency,3548.1,nM,CHEMBL1506250
Nc1ccc(-c2nnc(-c3ccc(N)cc3)o2)cc1,Potency,5623.4,nM,CHEMBL1582375
COCCCNC(=O)COc1ccc(Br)cc1Cl,Potency,12589.3,nM,CHEMBL1488187
O=C(Nc1ccc(NC(=O)c2ccco2)cc1)c1cnccn1,Potency,12589.3,nM,CHEMBL1371093
O=C(c1cc2cc(Br)ccc2o1)N1CCCCC1,Potency,4466.8,nM,CHEMBL1380894
O=[N+]([O-])c1ccc2oc(-c3ccccc3)nc2c1,Potency,3162.3,nM,CHEMBL391351
O=C(Nc1cccc(C(=O)O)c1)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccc(Br)o1,Potency,8912.5,nM,CHEMBL1428695
CC(C)c1ccc(NC(=O)C2=NNC(=O)CC2)cc1,Potency,2238.7,nM,CHEMBL1557863
Cc1ccsc1C(=O)NCCc1c[nH]c2ccccc12,Potency,12589.3,nM,CHEMBL1502464
O=C(NCC1CCCO1)c1sc2cc(Cl)ccc2c1Cl,Potency,10000.0,nM,CHEMBL1424062
O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(Cl)cc1,Potency,12589.3,nM,CHEMBL1502465
O=C(CSc1nncs1)NC(=O)Nc1ccc2c(c1)OCCO2,Potency,4466.8,nM,CHEMBL1523301
CSc1ccccc1-c1nc(-c2ccncc2)no1,Potency,3162.3,nM,CHEMBL1421460
CCOC(=O)c1c(C)c(C(=O)NCCc2ccccc2)c(C)n1C,Potency,10000.0,nM,CHEMBL1423628
OC(COc1ccc2ccccc2c1)CN1CCOCC1,Potency,11220.2,nM,CHEMBL1616104
O=C1C[C@H]2[C@H](CO)[C@@H](OC(=O)c3ccc(-c4ccccc4)cc3)C[C@H]2O1,Potency,12589.3,nM,CHEMBL1369567
COc1ccc(OCc2csc(N)n2)cc1,Potency,10000.0,nM,CHEMBL1393496
O=C(CCOc1ccccc1F)N1CCN(c2ccccc2O)CC1,Potency,11220.2,nM,CHEMBL1579500
COc1ccc(/C=C/C(=O)Nc2cccc(C(C)=O)c2)cc1,Potency,4466.8,nM,CHEMBL1570616
Cc1ccc(O)c(NC(=O)c2ccc3c(c2)C(=O)N(CC(C)C)C3=O)c1,Potency,7943.3,nM,CHEMBL1586441
O=C1COc2ccc(OCc3ccc(F)cc3)cc21,Potency,2818.4,nM,CHEMBL1540570
COc1ccc(-c2cn3cccc(C)c3n2)cc1Br,Potency,3548.1,nM,CHEMBL1322185
O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCCCCC1,Potency,12589.3,nM,CHEMBL1325248
COC(=O)c1ccc(OCC(=O)c2cccc(OC)c2)cc1,Potency,1995.3,nM,CHEMBL1531363
O=C1c2ccccc2NC(c2ccccn2)N1c1ccc(Cl)cc1,Potency,11220.2,nM,CHEMBL1557224
COc1ccc(Nc2nc(CC(C)=O)ns2)cc1,Potency,10000.0,nM,CHEMBL1424463
O=C(CCCC(=O)c1ccc(F)cc1)c1ccc(F)cc1,Potency,2511.9,nM,CHEMBL1472429
O=C(/C=C/c1ccc(Cl)cc1)NCc1cccs1,Potency,11220.2,nM,CHEMBL1527620
COc1cc(SC)ccc1C(=O)NCCOc1ccc(F)cc1,Potency,10000.0,nM,CHEMBL1488449
CCCCn1cnc2c(SCc3ccccc3)nc(N)nc21,Potency,7079.5,nM,CHEMBL1867217
OC(c1ccc(F)cc1)c1nc(-c2cnc3ccccc3c2)cs1,Potency,11220.2,nM,CHEMBL2142236
COc1ccc(NC(=O)c2ccc3c(c2)N(C)CCS3)cc1,Potency,10000.0,nM,CHEMBL1452832
COc1ccc(-c2nn(-c3ccccc3)cc2C#N)cc1,Potency,3981.1,nM,CHEMBL1531905
Cc1ccnc(NC(=O)CCCc2ccccc2)c1,Potency,11220.2,nM,CHEMBL1336976
COc1ccc(/C(O)=C/C=N/c2cc(C)on2)cc1,Potency,3162.3,nM,CHEMBL3207541
Cc1cccc(NC(=O)CSc2nnc(-c3ccccc3C)o2)c1,Potency,12589.3,nM,CHEMBL1453691
COCc1ccc(C(=O)N(C)CC2CCCN(CCc3ccc(OC)cc3)C2)o1,Potency,12589.3,nM,CHEMBL1320596
Cc1cn(CCC(=O)Nc2ccc(N3CCOCC3)cc2)c2ccccc12,Potency,10000.0,nM,CHEMBL1570236
O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc2c(c1)OCCO2,Potency,12589.3,nM,CHEMBL1465386
O=C(COc1ccc(-c2ccccc2)cc1)N1CCCC1,Potency,12589.3,nM,CHEMBL1373947
O=[N+]([O-])c1cc(/C=N/O)ccc1Oc1ccccc1Cl,Potency,7079.5,nM,CHEMBL3190808
Cc1ccc(O)c(CNc2ccccn2)c1,Potency,15848.9,nM,CHEMBL1481110
Cc1cccc(C(=N)NOC(=O)CCc2ccccc2)c1,Potency,12589.3,nM,CHEMBL1589109
CCOc1ccc2c(c1)c(N=Nc1cccc(C(=O)O)c1)c(O)n2C,Potency,10000.0,nM,CHEMBL1353455
CC1CCCN(c2ccc(C(=O)NCc3cccs3)cn2)C1,Potency,10000.0,nM,CHEMBL1431385
Cc1nc2ccccc2c(=O)n1/N=C/c1ccccc1Cl,Potency,10000.0,nM,CHEMBL3209083
Fc1ccccc1CSc1ncnc2c1ncn2C1CCCO1,Potency,3548.1,nM,CHEMBL1716082
CCOC(=O)c1ccc(NC(=O)Nc2ccccn2)cc1,Potency,5011.9,nM,CHEMBL1499856
C/C(=N\O)c1sc(-c2ccccc2)nc1C,Potency,2511.9,nM,CHEMBL3209853
COc1ccc2cc(C(=O)NCCc3ccccc3)[nH]c2c1,Potency,4466.8,nM,CHEMBL1358797
Cc1ccc(SCc2cn3cc(Cl)ccc3n2)cc1,Potency,10000.0,nM,CHEMBL1578593
COc1ccc(OCCC(=O)N2CCCCC2)cc1,Potency,11220.2,nM,CHEMBL1360015
NC(=O)c1cccnc1Nc1cccc([N+](=O)[O-])c1,Potency,1778.3,nM,CHEMBL1495372
CSc1nc(-c2ccc(Cl)cc2)nn1S(=O)(=O)c1ccc(Cl)cc1,Potency,10000.0,nM,CHEMBL1544734
CN1CCCC1CCNc1ccc2oc3ccccc3c(=O)c2c1,Potency,1258.9,nM,CHEMBL1590770
CCCC1CCC(c2ccc(OCC)cc2)=CC1=O,Potency,8912.5,nM,CHEMBL1447078
CCn1ccc(C(=O)Nc2ccccc2Cl)n1,Potency,3162.3,nM,CHEMBL1349392
Nc1ccc(CCc2nc3ccccc3o2)cc1,Potency,2818.4,nM,CHEMBL1425542
Cc1c(Cl)cccc1Nc1nc(N)nc(CSc2ncccn2)n1,Potency,10000.0,nM,CHEMBL1412457
CC1(C(=O)OCC(=O)c2c[nH]c3ccccc23)CC1(Cl)Cl,Potency,8912.5,nM,CHEMBL1484418
c1ccc(CNn2nnc3ccccc32)cc1,Potency,5011.9,nM,CHEMBL1967087
O=C(c1ccco1)N1CCN(c2ccc(Cl)cc2)CC1,Potency,11220.2,nM,CHEMBL1491946
COc1ccc(-c2nc(SC)n(C(=O)c3ccco3)n2)cc1,Potency,11220.2,nM,CHEMBL1466749
Cc1ccc2c(c1)NC(=O)c1cccnc1N2,Potency,4466.8,nM,CHEMBL1602966
O=c1c2ccccc2sc2ccc(NCCCN3CCOCC3)cc12,Potency,11220.2,nM,CHEMBL1709811
Cc1cc(C)nc(SCC(=O)N2CCc3ccccc32)n1,Potency,5623.4,nM,CHEMBL1719407
Cn1c(CO)cnc1SCC(=O)c1ccc(F)cc1,Potency,10000.0,nM,CHEMBL1547966
Cc1ccc(-c2ccc(C3=CC(=O)CC(C)(C)C3=O)cc2)cc1,Potency,2238.7,nM,CHEMBL2144564
COc1ccc(-c2nc(C#N)c(NCc3ccco3)o2)cc1,Potency,8912.5,nM,CHEMBL1450777
COc1cc(/C=N/N2CCOCC2)ccc1OCc1ccc(Cl)cc1,Potency,2238.7,nM,CHEMBL3193348
O=C(CC(Nc1ccccc1)C(=O)O)c1ccccc1,Potency,11220.2,nM,CHEMBL1506252
Cn1c(CCNC(=O)c2ccco2)nc2cc(NC(=O)c3ccccc3Cl)ccc21,Potency,8912.5,nM,CHEMBL1562971
CCN(CC)c1ccc(/C=C2\C=Cc3ccccc32)cc1,Potency,4466.8,nM,CHEMBL2142157
CC(=O)Nc1ccc(/N=N/c2c(C)[nH]n(C(N)=S)c2=O)cc1,Potency,10000.0,nM,CHEMBL3145367
O=C(c1ccc(COc2ccc(Cl)cc2)cc1)N1CCCCC1,Potency,3162.3,nM,CHEMBL1498224
O=C(COC(=O)Cn1cnc2ccccc21)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,Potency,8912.5,nM,CHEMBL1336701
Cc1cccc(-n2c(C)cc(/C=N\NC(=O)c3ccco3)c2C)c1,Potency,8912.5,nM,CHEMBL3193543
COC(=O)CNc1c(-c2ccccn2)nc2ccc(Br)cn12,Potency,4466.8,nM,CHEMBL1439324
Cc1cc(C(=O)COC(=O)Cc2c(F)cccc2Cl)c(C)n1C,Potency,5011.9,nM,CHEMBL2141938
Cc1ccc(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)cc1,Potency,1258.9,nM,CHEMBL1361569
O=C(NCCc1c[nH]c2ccccc12)c1cc(Cl)c2c(c1)OCO2,Potency,3548.1,nM,CHEMBL1310565
c1ccc(-c2noc(CC3CCCCC3)n2)nc1,Potency,7079.5,nM,CHEMBL1440956
O=C(O)c1ccc(-c2ccc(OS(=O)(=O)c3ccccc3F)cc2)cc1,Potency,12589.3,nM,CHEMBL1423084
C/C(N)=C(\C#N)C(=O)COC(=O)c1cc(C)n(-c2ccc(F)cc2)c1C,Potency,8912.5,nM,CHEMBL3391713
Cc1cc(NC(=O)c2cccc(Cl)c2)[nH]n1,Potency,3981.1,nM,CHEMBL1357200
OC(c1nnc(-c2ccccc2)o1)c1cccs1,Potency,11220.2,nM,CHEMBL1537480
Cc1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCO3)s1,Potency,2511.9,nM,CHEMBL1993058
COc1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1,Potency,2511.9,nM,CHEMBL1525722
O=C(Oc1ccc(-c2ccccc2)cc1)N1CCCCC1,Potency,7079.5,nM,CHEMBL1382924
c1ccc(-c2cn(CC3CCCCC3)nn2)cc1,Potency,5623.4,nM,CHEMBL1524528
COc1ccc(CNC(=O)Nc2cccc(Cl)c2)cc1,Potency,7079.5,nM,CHEMBL1347251
CCCCN(C(=O)Cc1cccs1)c1nnc(-c2cccnc2)s1,Potency,3162.3,nM,CHEMBL1360487
Cc1ccc2nc(NC(=O)CN3CCOCC3)sc2c1,Potency,3548.1,nM,CHEMBL1365439
CCOC(=O)c1cn2nc(SCc3ccccc3)nc2nc1C,Potency,11220.2,nM,CHEMBL1502572
Cc1ccc(/C=N/NC(=O)c2cccs2)s1,Potency,11220.2,nM,CHEMBL3189974
N=C(NOC(=O)c1ccco1)c1ccccc1,Potency,5623.4,nM,CHEMBL1603695
COc1ccc(-c2nn(-c3ccccc3)cc2N)cc1,Potency,3162.3,nM,CHEMBL1342080
CCn1nnnc1SCC(=O)c1ccc(C)cc1C,Potency,6309.6,nM,CHEMBL1323581
CCn1cnc2cc(NCc3ccc(Br)cc3)ccc21,Potency,4466.8,nM,CHEMBL1487644
O=C(Nc1ccc(F)cc1F)Nc1ccc(F)cc1F,Potency,10000.0,nM,CHEMBL1517460
Cc1ccc(OCC(=O)c2ccc3c(c2)CCCC3)cc1C,Potency,4466.8,nM,CHEMBL1505229
C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1cccs1,Potency,12589.3,nM,CHEMBL3195053
COc1ccc2oc(=O)c(C(=O)Nc3cccc(C)c3)cc2c1,Potency,3162.3,nM,CHEMBL1598233
O=C(OCc1ccc(Cl)c(Cl)c1)c1ccc[nH]1,Potency,12589.3,nM,CHEMBL1528761
COc1ccc(CNc2nc(-c3ccccc3)nn2C(=O)c2ccc([N+](=O)[O-])cc2)cc1,Potency,11220.2,nM,CHEMBL1607516
O=C(Nc1nccs1)OCc1ccccc1,Potency,14125.4,nM,CHEMBL2145109
O=C(NCCSc1ccccc1)c1cncc(Br)c1,Potency,7943.3,nM,CHEMBL1301526
O=C(Nc1nccs1)c1ccc(NC(=O)c2ccco2)cc1,Potency,5011.9,nM,CHEMBL1389098
Cc1cc(C)c2nc(N3CCCC(C(=O)NCCN4CCOCC4)C3)sc2c1,Potency,2818.4,nM,CHEMBL1442564
CC1CN(c2ncnc3c2cnn3-c2ccc(Cl)cc2)CC(C)O1,Potency,3162.3,nM,CHEMBL1448469
O=C(NCC(O)c1ccccc1)c1cccs1,Potency,7079.5,nM,CHEMBL1484953
Cc1ccsc1C(=O)OCC(=O)c1ccc[nH]1,Potency,5623.4,nM,CHEMBL1476601
COc1ccc2c(c1)CC/C(=C/c1ccco1)C2=O,Potency,3548.1,nM,CHEMBL1458622
CCn1c2ccccc2c2cc(NC(=O)N3CCCCC3)ccc21,Potency,8912.5,nM,CHEMBL2145265
CC(=O)Nc1cccc(OCC(=O)Nc2sccc2C(N)=O)c1,Potency,3981.1,nM,CHEMBL1438324
CCCCCC(=O)Nc1ccc2ccccc2c1,Potency,2818.4,nM,CHEMBL1540205
O=C(Nc1nccs1)c1ccc(CSc2ccccc2)o1,Potency,2818.4,nM,CHEMBL1343364
Clc1ccc(SCc2cn3ccccc3n2)cc1,Potency,5623.4,nM,CHEMBL1611247
COc1ccc(CCNC(=O)c2nn(C)cc2Cl)cc1,Potency,7943.3,nM,CHEMBL1328783
CC(=O)c1ccc(NC(S)=Nc2ccc3c[nH]nc3c2)cc1,Potency,6309.6,nM,CHEMBL1347416
O=C(NCC1CC1)NC(=O)c1ccccc1F,Potency,12589.3,nM,CHEMBL2138478
Cc1nn(-c2cccc(Cl)c2)c(O)c1/C=N\Cc1ccco1,Potency,11220.2,nM,CHEMBL3209263
c1ccn2c(SCc3cn4ccsc4n3)nnc2c1,Potency,5011.9,nM,CHEMBL1542660
O=C(Nc1ccc2c(c1)OCO2)c1cnc2n(c1=O)CCS2,Potency,2511.9,nM,CHEMBL1612935
Cc1ccc(CONC(=O)c2ccc(Cl)cc2)cc1,Potency,8912.5,nM,CHEMBL1322648
CCN1C(=O)/C(=C/C=C2/CCCN2C)OC1=S,Potency,7079.5,nM,CHEMBL1399939
COc1cccc(OCc2cc(C(=O)N3CCN(C(=O)c4ccco4)CC3)no2)c1,Potency,11220.2,nM,CHEMBL1416519
O=C(CSc1ncccc1C(=O)O)c1cccc(C(F)(F)F)c1,Potency,15848.9,nM,CHEMBL1367032
CCOC(=O)c1cnc(-c2ccccc2)nc1N,Potency,3981.1,nM,CHEMBL1415756
Clc1ccc(CSc2nnc3ccccn23)c(Cl)c1,Potency,10000.0,nM,CHEMBL1571954
COc1cccc(NC(=O)c2ccc(CN3CCOCC3)cc2)c1,Potency,11220.2,nM,CHEMBL1470754
CCCSc1nsc(NC(=O)CCC)n1,Potency,1412.5,nM,CHEMBL1402216
O=C(Cc1ccc(Br)cc1)N1CCCCCC1,Potency,10000.0,nM,CHEMBL1403939
CC1CCCCN1C(=O)COC(=O)c1[nH]nc2ccccc12,Potency,10000.0,nM,CHEMBL1401484
O=C(Nc1ccccc1)N1CCCC2CCCCC21,Potency,11220.2,nM,CHEMBL1333785
CC(C)c1ccc(C(=O)CSc2nc[nH]n2)cc1,Potency,14125.4,nM,CHEMBL1596931
c1coc(CNc2nc3ccccc3s2)c1,Potency,3162.3,nM,CHEMBL1303103
COc1cccc(/C=C/C(=O)OCC(=O)c2ccccc2)c1OC,Potency,11220.2,nM,CHEMBL1699594
O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,Potency,8912.5,nM,CHEMBL1364260
CN(C(=O)C1CCC(=O)N(Cc2cccc(F)c2)C1)C1CCCCC1,Potency,7943.3,nM,CHEMBL1524148
Cc1ccc(Nc2nc(N)nc(CSc3nccn3C)n2)c(C)c1,Potency,7079.5,nM,CHEMBL1409399
Cc1cc(NC(C)c2ccccc2)n2ncc(-c3ccccc3)c2n1,Potency,6309.6,nM,CHEMBL1390979
C(=N/N1CCN(c2ccccn2)CC1)\c1ccccn1,Potency,11220.2,nM,CHEMBL3211533
CCN(CC)C(=O)C1CC(c2ccc(OC)cc2)=NO1,Potency,10000.0,nM,CHEMBL1531998
O=C(OCC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1[N+](=O)[O-],Potency,12589.3,nM,CHEMBL1473688
CCCNC(=O)c1cc(Cl)c(NC(=O)C2=CSCCO2)cc1OC,Potency,7943.3,nM,CHEMBL1343769
O=C(CSc1ccc(Cl)cc1)Nc1ccc(-c2nc3ncccc3o2)cc1,Potency,8912.5,nM,CHEMBL1327325
COC(=O)c1ccc(COC(=O)c2cccnc2Cl)cc1,Potency,12589.3,nM,CHEMBL1701020
CC1CCN(c2ccc(C(=O)NCc3cccs3)cn2)CC1,Potency,14125.4,nM,CHEMBL1303712
CCOC(=O)Nc1ccc2c(c1)ncn2C1CCCCC1,Potency,12589.3,nM,CHEMBL1492451
COC(=O)[C@H](CC(C)C)NC(=O)Cn1cnc(C(=O)Nc2ccc(C)c(C)c2)n1,Potency,11220.2,nM,CHEMBL1718614
N=C(NOC(=O)Cc1ccc(Cl)cc1)c1ccccn1,Potency,10000.0,nM,CHEMBL1525876
O=C(NN=Cc1ccccc1Cl)c1ccccc1,Potency,5623.4,nM,CHEMBL2134745
COc1ccc(N2C(=O)c3ccccc3NC2c2ccc(OC)c(COc3ccccn3)c2)cc1,Potency,2818.4,nM,CHEMBL1608991
CCOC(=O)c1sc(-c2ccc(Br)cc2)cc1N,Potency,7079.5,nM,CHEMBL1520582
COc1cc(/C=C2\C(=O)N(c3cccc(C(=O)O)c3)N=C2C)ccc1OCc1ccccc1,Potency,7079.5,nM,CHEMBL1881398
O=C(/C=C/c1ccc(OCCCF)cc1)N1CCOCC1,Potency,10000.0,nM,CHEMBL1489938
CC(=O)c1cnc(Nc2cccc(Cl)c2Cl)s1,Potency,10000.0,nM,CHEMBL1360446
CC(=NO)c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,Potency,5623.4,nM,CHEMBL1733752
O=C(NCCc1ccc(F)cc1)Nc1ccc2c(c1)OCO2,Potency,12589.3,nM,CHEMBL1375456
Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CN1CCN(CC(=O)N(C)C)CC1,Potency,8912.5,nM,CHEMBL1426742
Fc1ccc(COc2ccc(-c3nnco3)cc2)c(Cl)c1,Potency,8912.5,nM,CHEMBL1347974
Cc1ccc(-c2nnc(Cc3ccc(Cl)cc3)o2)cc1,Potency,12589.3,nM,CHEMBL1595659
CCC(C)(C)C(=O)Nc1nnc(CCc2ccccc2)s1,Potency,8912.5,nM,CHEMBL1325207
CCn1c(SCC(O)c2ccccc2)nnc1-c1ccccc1,Potency,11220.2,nM,CHEMBL1427294
O=C(O)c1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,Potency,2818.4,nM,CHEMBL1330846
CC(C)c1nnc(NC(=O)COc2ccc3c(c2)OCO3)s1,Potency,11220.2,nM,CHEMBL1732846
O=C(/C=C/c1cccc2ccccc12)NCCC1=CCCCC1,Potency,11220.2,nM,CHEMBL1388690
Nc1c(C(=O)N2CCCCC2)sc2nc3c(cc12)CCCC3,Potency,5623.4,nM,CHEMBL1511008
CCOC(=O)/C(C#N)=C\C=C1C=CN(C)C=C1,Potency,3981.1,nM,CHEMBL1574127
CC(Cc1cccs1)NC(=O)Nc1ccc([N+](=O)[O-])cc1,Potency,5623.4,nM,CHEMBL1535313
CC(C)n1cnc2cc(NCc3ccco3)ccc21.Cl,Potency,10000.0,nM,CHEMBL1542384
CC(=O)c1cccc(NC(=O)c2cc(C(C)C)on2)c1,Potency,3162.3,nM,CHEMBL1305429
O=C(Nc1ccc2[nH]ncc2c1)c1ccccc1Cl,Potency,2818.4,nM,CHEMBL1305321
Nc1nc(-c2cccc(F)c2)cs1,Potency,11220.2,nM,CHEMBL1308777
CS(=O)(=O)c1ccc2nc(NC(=O)c3cccc([N+](=O)[O-])c3)sc2c1,Potency,5623.4,nM,CHEMBL1588852
COc1ccccc1Nc1nc(-c2cccnc2)cs1,Potency,10000.0,nM,CHEMBL1313318
O=C(COc1ccc(Cl)cc1Cl)NC(=O)NC1CCCC1,Potency,3981.1,nM,CHEMBL1417839
CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)Nc1cccc(C)c1,Potency,5011.9,nM,CHEMBL1460414
CN1CCSc2ccc(C(=O)Nc3cc(F)ccc3F)cc21,Potency,12589.3,nM,CHEMBL1471683
CN(N=O)c1ccc(/C=C/c2ccccc2)cc1,Potency,5623.4,nM,CHEMBL2133902
CC(C)Cc1cc(C(=O)NCCc2ccccc2)no1,Potency,5011.9,nM,CHEMBL1345643
CC(=O)Oc1ccc(-c2cc3ccccc3oc2=O)cc1,Potency,12589.3,nM,CHEMBL1880957
CCC(=O)CCC(=O)c1ccc2ccccc2c1,Potency,7079.5,nM,CHEMBL1549537
